,freight_value,price,payment_value,payment_installments,payment_sequential
62195,17.09,119.9,136.99,5,1
54076,36.57,178.9,215.47,1,1
43900,16.79,24.9,83.38,1,1
92799,16.79,23.99,40.78,1,1
22653,11.85,36.0,47.85,1,1
88055,18.23,39.9,58.13,5,1
67757,12.54,149.0,161.54,4,1
65739,22.48,78.0,100.48,2,1
25077,11.85,19.9,63.5,1,1
75264,48.43,364.0,412.43,4,1
83440,14.74,245.9,260.64,10,1
35926,30.7,119.9,0.6,1,1
45847,31.87,119.9,151.77,3,1
69203,19.22,160.0,179.22,1,1
75647,7.55,29.9,37.45,1,1
86081,81.43,179.99,261.42,2,1
49896,15.23,34.99,100.44,2,1
38898,12.8,19.9,65.4,3,1
1879,14.29,100.0,114.29,1,1
4007,16.32,35.0,153.96,8,1
20182,15.59,69.99,85.58,1,1
35363,15.17,143.0,316.34,10,1
41868,20.91,117.99,138.9,5,1
2742,20.14,129.0,149.14,2,1
89504,13.57,79.0,92.57,1,1
67283,0.0,199.0,199.0,8,1
45194,17.66,120.0,227.32,8,1
82360,14.19,62.9,77.09,1,1
102613,11.85,44.0,335.1,1,1
62331,8.29,59.0,67.29,1,1
45293,8.72,49.89,58.61,1,1
65096,15.83,55.0,70.83,2,1
22520,59.39,389.0,448.39,6,1
24445,9.74,48.9,58.64,1,1
14170,33.98,72.82,206.78,10,1
37625,10.25,54.55,16.25,1,6
89500,45.01,79.0,124.01,10,1
88792,17.8,79.0,96.8,1,1
100399,11.95,189.9,201.85,4,1
42426,51.33,149.0,200.33,1,1
67031,16.32,224.9,241.22,1,1
8547,12.05,78.8,90.85,1,1
7984,15.98,39.9,55.88,4,1
52345,22.44,420.07,442.51,6,1
59708,20.93,23.48,192.9,1,1
81663,18.47,174.56,193.03,1,1
3395,36.0,78.0,114.0,3,1
110718,15.67,257.6,273.27,2,1
8648,12.71,52.99,46.8,4,1
7924,18.95,167.0,423.67,10,1
11402,7.64,53.99,123.26,1,1
99454,14.1,13.65,27.75,1,1
24617,14.1,49.9,64.0,1,1
31190,12.69,29.9,42.59,4,1
51657,13.81,195.0,208.81,1,1
51695,13.17,148.0,161.17,4,1
13462,27.64,345.0,372.64,7,1
72547,17.93,35.9,53.83,1,1
97063,19.34,46.5,171.78,1,1
49764,13.65,89.9,103.55,1,1
39962,17.6,40.0,230.4,1,1
59479,25.83,79.0,104.83,1,1
28551,17.74,69.9,87.64,2,1
92300,18.23,29.99,48.22,1,1
97011,22.14,29.97,104.22,8,1
55395,23.98,149.9,173.88,1,1
15435,19.06,169.0,62.43,1,2
17590,72.87,411.0,483.87,1,1
15832,13.18,106.0,119.18,1,1
15283,19.22,191.0,210.22,2,1
10182,14.08,19.9,101.94,1,1
68188,43.56,949.99,993.55,10,1
74966,18.08,118.9,136.98,1,1
91135,15.1,5.6,20.7,1,1
53431,7.39,65.0,72.39,1,1
31597,17.06,9.12,104.72,8,1
64053,10.8,105.0,579.0,1,1
104315,45.38,320.0,365.38,3,1
101059,16.06,168.49,369.1,1,1
86259,45.44,139.99,185.43,3,1
95671,18.23,25.99,44.22,1,1
13547,7.39,17.86,75.75,1,1
8027,16.78,89.9,106.68,1,1
81514,19.88,349.9,369.78,3,1
63837,32.42,949.99,982.41,6,1
65359,30.46,29.0,21.04,1,2
101647,16.46,99.9,116.36,2,1
67582,51.98,179.9,231.88,8,1
22384,27.93,139.9,167.83,1,1
9526,26.23,199.99,329.58,1,1
41055,18.25,159.99,178.24,1,1
72625,15.1,12.0,27.1,1,1
53843,13.82,114.4,128.22,4,1
25011,25.89,149.9,175.79,10,1
89556,13.57,79.0,92.57,8,1
88438,41.04,499.0,540.04,1,1
76634,20.08,24.95,90.06,1,1
112083,32.85,1200.0,1232.85,18,1
48992,9.02,37.9,46.92,1,1
74866,16.18,59.9,76.08,1,1
5711,12.43,69.9,82.33,6,1
20178,13.71,19.99,33.7,1,1
103366,19.5,199.0,437.59,7,1
77917,16.24,68.9,170.28,2,1
10813,29.89,229.9,259.79,1,1
2495,33.89,299.0,332.89,1,1
55157,40.38,149.99,190.37,2,1
14169,29.19,119.0,148.19,1,1
70557,19.6,89.99,109.59,5,1
60708,22.49,79.9,102.39,1,1
57896,7.93,83.49,365.68,1,1
55422,39.1,149.9,189.0,1,1
35574,19.23,48.9,68.13,5,1
83383,47.77,459.99,156.98,1,1
85816,18.0,49.9,67.9,1,1
35336,5.84,84.9,264.34,4,1
26466,14.51,213.0,227.51,3,1
52806,15.24,19.99,70.46,4,1
43799,23.21,12.99,16.7,1,17
78193,37.55,535.9,573.45,8,1
11789,21.64,114.9,136.54,1,1
47090,24.97,299.99,324.96,1,1
93646,18.23,39.99,58.22,4,1
109552,16.14,54.9,71.04,1,1
107665,8.87,28.99,90.14,1,1
61115,19.49,199.0,218.49,6,1
3737,61.57,250.0,311.57,5,1
75935,18.23,27.9,230.65,6,1
69712,23.31,105.0,128.31,2,1
97015,7.5,33.99,41.49,1,1
56508,9.73,140.0,149.73,2,1
24018,9.58,109.9,119.48,1,1
99683,17.06,18.79,35.85,1,1
111898,59.9,95.0,26.76,1,6
74639,37.33,59.99,97.32,3,1
18905,16.99,194.0,210.99,2,1
49263,25.81,499.0,524.81,1,1
33951,19.21,189.99,209.2,1,1
63075,8.72,38.9,47.62,1,1
26694,15.23,44.99,60.22,1,1
9341,15.98,29.99,42.42,1,1
101249,25.69,56.55,82.24,1,1
4083,27.35,84.0,334.05,1,1
33985,16.55,82.49,99.04,8,1
79469,15.83,109.0,124.83,3,1
103360,11.28,93.0,104.28,3,1
58721,12.97,89.99,102.96,1,1
106608,7.78,12.99,41.54,1,1
64825,14.1,29.0,43.1,2,1
27116,11.88,54.9,66.78,1,1
84089,17.67,59.9,77.57,7,1
7713,9.34,69.9,79.24,1,1
85688,13.41,49.0,62.41,1,1
67727,17.49,150.0,334.98,8,1
79917,14.15,56.99,71.14,1,1
46626,15.24,69.9,85.14,4,1
59385,15.1,39.95,5.06,1,1
64474,10.96,49.0,59.96,2,1
16822,28.17,255.0,283.17,10,1
100618,23.71,120.0,143.71,2,1
68453,13.46,279.9,293.36,10,1
55362,49.86,179.0,228.86,3,1
103269,11.73,19.3,124.12,2,1
16386,13.3,199.9,213.2,1,1
105851,8.81,152.25,161.06,1,1
64234,15.43,78.0,93.43,2,1
51698,0.21,174.0,288.31,1,1
63162,11.85,24.5,36.35,1,1
62065,9.74,34.99,44.73,1,1
12368,27.44,69.9,97.34,1,1
35538,14.9,107.6,506.97,8,1
85027,13.44,59.9,73.34,1,1
54903,15.1,15.9,31.0,3,1
33759,32.69,340.0,365.85,1,2
13244,18.23,13.9,32.13,1,1
67343,18.79,219.9,238.69,8,1
62656,14.1,35.0,16.19,1,2
69693,22.74,115.0,137.74,8,1
68067,8.44,169.9,178.34,2,1
109061,16.0,79.9,204.19,1,1
47158,23.64,399.99,423.63,3,1
4604,15.56,45.9,6.69,1,5
84809,17.64,49.0,66.64,1,1
71563,7.4,19.49,26.89,1,1
53347,11.36,362.99,374.35,8,1
15702,8.27,69.9,78.17,1,1
65329,7.78,49.0,56.78,1,1
35678,35.9,77.9,113.8,10,1
95017,7.39,13.77,21.16,2,1
53593,32.16,215.0,247.16,5,1
87994,9.68,32.0,715.9,4,1
88366,12.48,16.99,29.47,1,1
36762,13.79,109.9,123.69,1,1
37205,17.43,199.9,362.33,1,1
105704,9.14,199.4,208.54,1,1
51484,26.82,70.9,97.72,3,1
70964,15.1,34.99,50.09,4,1
34643,17.56,92.9,110.46,1,1
42724,18.36,69.0,174.72,6,1
105287,8.72,69.9,78.62,2,1
6936,13.63,75.9,179.06,1,1
9789,13.67,44.9,178.26,3,1
46328,7.78,30.5,38.28,1,1
57449,21.15,31.9,50.78,5,1
65910,10.49,239.99,250.48,5,1
73423,33.03,326.16,359.19,8,1
7389,15.1,9.9,25.0,1,1
73900,15.87,110.32,252.38,4,1
32336,5.12,83.8,16.7,1,17
27305,7.71,15.0,136.26,1,1
53704,22.59,215.0,237.59,4,1
5772,13.08,75.0,176.16,4,1
56457,12.76,180.0,192.76,2,1
31513,149.71,500.0,649.71,1,1
40400,23.49,79.9,103.39,8,1
65980,12.24,489.0,501.24,8,1
110279,8.27,34.0,42.27,1,1
92041,9.37,79.0,88.37,3,1
80311,18.16,129.9,61.19,2,1
75996,34.15,40.0,148.3,1,1
36627,19.85,24.9,109.51,4,1
37300,13.63,189.9,203.53,5,1
111563,8.34,25.0,33.34,1,1
49636,64.63,269.99,334.62,4,1
36234,17.17,219.9,19.06,1,1
10474,24.12,103.99,128.11,1,1
41117,16.16,56.99,73.15,3,1
77484,11.15,56.9,68.05,1,1
67466,12.27,109.9,122.17,1,1
13048,18.29,27.49,45.78,1,1
76069,16.51,76.99,93.5,5,1
54164,7.44,24.99,32.43,1,1
33358,16.32,49.99,198.93,6,1
79960,15.15,56.99,72.14,2,1
87782,17.94,99.0,116.94,3,1
66757,34.92,159.9,194.82,10,1
4669,15.78,81.8,290.53,1,2
23189,6.25,21.0,218.0,4,1
44524,16.11,42.9,118.02,6,1
3885,23.08,40.0,189.24,1,1
100310,14.12,42.0,7.05,1,1
5175,18.23,10.99,29.22,1,1
105625,18.23,10.5,28.73,1,1
105874,24.11,187.2,211.31,1,1
15527,16.12,69.9,86.02,2,1
87651,20.8,21.9,20.83,2,1
95658,11.85,25.99,37.84,1,1
106902,7.61,49.9,57.51,1,1
69156,23.68,829.0,852.68,5,1
81140,15.93,118.8,134.73,3,1
54371,7.78,13.99,1.77,1,1
85801,17.67,59.9,77.57,2,1
6330,31.62,99.9,316.31,1,1
26514,15.38,65.0,80.38,2,1
19687,15.99,159.0,174.99,2,1
63800,20.97,246.97,267.94,10,1
104303,30.12,250.0,560.24,10,1
46673,22.99,59.0,81.99,3,1
30650,38.15,169.9,208.05,4,1
79224,12.79,15.0,27.79,2,1
93994,7.53,38.95,46.48,1,1
39573,16.98,104.9,121.88,1,1
32542,12.69,21.9,34.59,1,1
100002,7.43,23.99,31.42,2,1
90241,16.05,139.9,155.95,1,1
3635,15.11,38.4,321.06,4,1
20796,15.8,149.9,165.7,2,1
108461,54.12,285.0,339.12,6,1
24096,11.73,50.0,61.73,2,1
38081,19.49,42.9,126.74,1,1
19209,16.39,59.99,76.38,1,1
43747,13.64,69.9,83.54,5,1
58717,18.97,54.39,220.08,1,1
43444,18.14,205.0,223.14,1,1
28966,22.08,46.99,138.14,1,1
60590,11.89,49.3,61.19,1,1
100296,54.37,402.85,457.22,2,1
97138,18.55,63.7,164.5,4,1
49106,16.79,8.99,25.78,1,1
77942,12.48,25.0,74.96,1,1
16670,8.48,99.9,216.75,1,1
92614,18.23,27.99,46.22,4,1
7168,34.94,199.9,234.84,2,1
77055,23.28,45.9,69.18,1,1
2968,14.49,35.0,148.47,8,1
15725,15.94,169.9,185.84,10,1
11216,34.7,238.9,443.17,9,1
58484,7.92,81.99,89.91,1,1
93310,7.78,59.9,67.68,1,1
2756,14.1,49.0,189.3,1,1
105283,15.93,69.9,100.0,1,2
3802,19.39,216.0,235.39,10,1
62741,33.24,34.9,23.02,1,3
51082,16.66,57.99,74.65,1,1
7752,20.69,59.9,80.59,1,1
14136,15.44,99.0,114.44,10,1
102513,14.52,39.99,109.02,1,1
110185,15.23,18.9,34.13,1,1
39112,3.51,32.99,114.52,4,1
103074,13.82,34.0,47.82,1,1
90765,9.35,76.0,85.35,1,1
70974,14.1,34.99,49.09,1,1
4081,49.37,120.0,69.37,5,1
88048,9.74,74.9,84.64,1,1
56839,8.93,97.0,318.17,4,1
31091,12.79,13.99,26.78,2,1
112258,15.1,49.9,50.0,1,2
82854,16.85,155.0,171.85,1,1
53630,35.68,209.99,245.67,3,1
11426,17.63,27.99,45.62,2,1
6411,17.72,113.37,131.09,1,1
18373,60.19,369.0,429.19,1,1
43091,13.9,44.99,58.89,5,1
100499,9.44,52.9,62.34,1,1
17613,50.0,210.0,260.0,3,1
106794,8.11,13.3,107.05,1,1
35594,13.82,65.9,79.72,2,1
81036,22.53,117.4,139.93,3,1
65495,7.39,39.0,46.39,4,1
26493,7.39,39.9,110.18,2,1
46333,7.78,30.5,38.28,1,1
39777,11.85,28.9,18.84,1,2
99790,9.0,119.99,128.99,1,1
15194,16.79,19.49,108.84,1,1
47870,11.88,69.9,163.56,1,1
25718,31.02,39.99,71.01,7,1
74880,38.25,99.9,138.15,2,1
25871,58.9,128.8,187.7,10,1
18122,18.0,102.5,120.5,1,1
103304,9.27,19.47,28.74,2,1
59260,17.47,138.9,312.74,2,1
93621,18.23,21.99,40.22,1,1
2113,15.11,29.9,90.02,2,1
110727,7.42,22.5,29.92,1,1
78272,12.75,149.9,162.65,4,1
73966,8.53,110.0,118.53,1,1
21499,18.29,149.0,334.58,1,1
54819,18.2,89.9,108.1,3,1
75194,29.3,349.9,379.2,3,1
84534,17.6,49.9,135.0,1,1
65760,15.37,39.0,54.37,1,1
1108,20.21,129.99,150.2,2,1
61925,18.23,47.99,66.22,1,1
95051,14.52,17.89,32.41,1,1
54692,34.84,149.0,183.84,1,1
37263,12.4,99.9,112.3,5,1
59540,37.78,124.85,162.63,2,1
104963,16.07,189.0,205.07,4,1
39340,16.11,38.99,220.4,6,1
7031,8.72,34.99,43.71,2,1
9209,11.57,99.0,55.28,1,1
96141,14.64,314.9,329.54,1,1
4230,23.14,79.9,309.12,2,1
84005,17.67,49.0,66.67,3,1
36778,17.95,99.9,117.85,8,1
68758,24.11,230.0,254.11,3,1
14483,18.94,579.99,598.93,5,1
105700,12.79,10.0,22.79,1,1
86283,45.09,89.99,135.08,2,1
10823,14.1,24.9,39.0,1,1
39955,17.6,40.0,115.2,1,1
15196,16.79,19.49,108.84,1,1
94969,24.84,18.95,43.79,1,1
25783,18.77,94.99,113.76,1,1
10843,18.34,155.0,173.34,1,1
38166,11.85,22.9,34.75,1,1
41647,21.08,85.0,106.08,10,1
62869,9.27,67.0,76.27,7,1
85640,12.86,53.9,66.76,1,1
41062,17.99,154.99,172.98,1,2
88381,50.57,998.0,498.57,3,2
36922,15.1,44.9,60.0,1,1
15100,18.4,43.0,61.4,5,1
71738,25.46,61.99,87.45,4,1
70992,16.39,59.99,76.38,3,1
10644,44.33,79.99,124.32,3,1
37266,12.4,99.9,112.3,1,1
50884,18.26,144.99,163.25,4,1
22536,136.8,3690.0,3826.8,10,1
64943,7.46,29.0,36.46,3,1
1714,91.03,139.94,230.97,1,1
101969,18.72,119.99,138.71,1,1
68853,17.92,29.99,47.91,1,1
107014,17.78,39.9,57.68,5,1
99985,15.24,68.3,83.54,8,1
67277,0.0,199.0,199.0,8,1
89237,27.24,99.0,126.24,1,1
16276,11.54,74.9,86.44,1,1
104286,76.49,230.0,306.49,1,1
5144,20.77,98.7,119.47,2,1
107009,21.19,34.9,56.09,1,1
69321,19.39,215.9,235.29,8,1
1343,26.13,89.96,232.18,1,1
22175,29.76,34.7,64.46,1,1
47603,13.37,309.99,323.36,6,1
79663,7.58,44.99,52.57,2,1
75377,23.22,128.3,151.52,7,1
56236,7.71,39.9,47.61,1,1
108978,18.5,174.33,192.83,3,1
66827,18.9,145.9,164.8,2,1
14304,10.96,9.99,20.95,1,1
14881,74.49,219.99,294.48,12,1
32226,17.63,32.9,50.53,5,1
90243,16.5,75.0,91.5,1,1
78733,27.98,161.1,189.08,3,1
108123,17.06,34.99,52.05,4,1
110637,22.26,79.0,101.26,8,1
75162,17.87,589.0,606.87,1,1
94930,7.78,13.98,21.76,1,1
67239,14.56,125.0,307.31,8,1
84203,21.35,53.9,75.25,1,1
57046,17.83,199.0,216.83,1,1
70965,14.1,34.99,49.09,4,1
58839,15.23,68.9,84.13,1,1
24952,20.01,110.0,130.01,4,1
57497,34.15,31.9,66.05,6,1
61352,16.53,234.91,518.72,5,1
69008,32.1,1999.9,2032.0,8,1
73926,18.65,110.32,257.94,1,1
10597,17.0,79.9,193.8,10,1
86798,21.53,98.63,120.16,2,1
112054,38.51,1299.9,252.97,1,5
49822,11.83,89.9,101.73,2,1
52552,19.32,49.9,69.22,6,1
102032,19.0,128.0,147.0,1,1
7843,110.56,269.9,380.46,5,1
110256,7.39,39.9,47.29,1,1
48006,16.74,139.9,156.64,1,1
14731,7.39,7.5,14.89,1,1
90235,18.27,99.0,117.27,2,1
34214,17.88,89.9,107.78,1,1
69250,19.08,139.9,158.98,6,1
50297,7.64,54.9,62.54,1,1
37291,12.0,129.9,110.58,1,2
29748,22.89,49.9,72.79,2,1
18775,8.11,49.9,58.01,5,1
100302,13.07,57.9,70.97,1,1
8277,12.69,49.9,62.59,1,1
91295,12.28,179.9,192.18,8,1
28137,15.1,49.9,65.0,6,1
53864,22.99,69.9,92.89,4,1
21503,18.26,144.0,162.26,1,1
35288,10.3,88.0,98.3,3,1
27072,15.13,54.9,70.03,3,1
84137,18.37,49.0,317.78,5,1
102159,22.14,29.99,52.13,5,1
37447,16.11,39.9,112.02,5,1
26112,97.41,999.0,1096.41,10,1
14704,16.81,127.48,144.29,2,1
81954,18.94,195.0,213.94,1,1
105119,14.38,89.9,104.28,6,1
50813,13.49,129.99,143.48,1,1
65503,2.15,48.0,110.69,6,1
31413,16.94,167.99,184.93,7,1
6235,19.32,49.99,69.31,1,1
49385,12.05,78.9,90.95,1,1
49447,18.23,18.6,36.83,1,1
9641,18.9,49.99,213.68,1,1
69024,52.12,2400.0,2452.12,8,1
20292,10.04,149.9,159.94,9,1
19356,18.03,65.9,83.93,1,1
36083,17.14,216.0,233.14,3,1
62868,17.32,55.93,73.25,1,1
72863,145.18,760.0,905.18,1,1
3789,15.43,75.0,271.29,1,1
89307,38.17,89.0,20.0,1,2
97385,27.88,115.0,142.88,2,1
45049,22.85,140.0,162.85,1,1
90656,47.82,479.9,527.72,10,1
44975,12.22,144.9,26.08,1,2
91687,18.55,179.9,396.9,3,1
40009,23.05,67.0,90.05,6,1
61368,19.15,225.91,245.06,1,1
99309,14.1,11.55,25.65,1,1
70407,7.88,89.99,97.87,4,1
83861,32.11,112.0,144.11,10,1
787,50.89,116.99,167.88,2,1
18534,12.8,95.5,108.3,1,1
56222,9.34,59.9,69.24,2,1
88569,23.29,51.95,75.24,7,1
28815,14.79,69.0,83.79,1,1
48602,17.6,21.9,39.5,3,1
96596,13.11,63.9,77.01,1,1
91777,8.36,27.93,36.29,1,1
13970,22.46,1099.99,1122.45,1,1
101353,40.73,235.9,300.0,1,2
10550,46.98,99.9,146.88,1,1
57972,16.95,72.9,89.85,1,1
110405,14.1,29.9,44.0,1,1
30670,26.23,169.99,196.22,3,1
73262,7.87,49.9,57.77,2,1
97531,22.13,28.99,51.12,1,1
89672,53.04,98.9,151.94,3,1
42519,17.98,49.0,133.95,1,1
54297,15.66,79.99,95.65,1,1
36565,9.26,39.9,49.16,1,1
49197,17.22,139.0,156.22,1,1
51061,11.53,129.99,141.52,2,1
89543,13.0,59.9,72.9,1,1
106990,14.1,39.9,54.0,1,1
90206,16.74,139.9,156.64,7,1
14727,7.39,17.0,24.39,1,1
81401,18.82,198.9,217.72,1,1
51058,19.5,129.99,149.49,1,1
8777,21.71,29.9,163.31,1,1
29573,25.26,59.9,85.16,1,1
94917,14.1,17.99,32.09,1,1
647,39.39,169.99,209.38,2,1
95974,10.96,17.99,28.95,1,1
43041,15.88,109.99,251.74,8,1
41926,19.01,105.0,248.02,1,1
37634,15.28,75.78,91.06,5,1
50761,12.04,118.99,131.03,1,1
34616,18.32,153.0,171.32,1,1
31294,16.03,113.89,259.84,1,1
57681,22.09,22.32,44.41,1,1
60852,17.26,185.0,202.26,1,1
47409,16.39,89.9,106.29,5,1
94610,21.46,170.0,382.92,1,1
78295,27.08,31.99,19.07,1,3
12717,26.67,45.9,72.57,1,1
101631,19.67,99.9,119.57,1,1
95010,7.78,15.0,22.78,2,1
71659,15.57,66.99,82.56,4,1
28109,8.29,29.99,76.56,1,1
57140,7.39,19.99,27.38,1,1
58449,8.27,61.9,70.17,1,1
18418,13.44,59.9,73.34,1,1
62145,38.59,59.9,98.49,1,1
73388,15.59,119.9,135.49,3,1
2371,52.72,159.0,261.27,1,1
34272,13.46,279.9,293.36,1,1
76243,9.41,59.41,137.64,1,1
106974,14.52,29.9,44.42,1,1
46034,13.29,99.99,206.47,1,1
8518,18.27,28.9,97.6,1,1
18630,12.69,39.9,52.59,5,1
86247,45.3,120.0,149.03,14,1
64160,18.65,78.0,96.65,4,1
12966,18.23,28.49,46.72,4,1
95320,11.02,269.9,280.92,2,1
93638,7.78,39.99,47.77,1,1
84187,13.43,59.0,217.29,4,1
25069,27.66,159.9,100.0,1,2
109148,78.06,147.9,225.96,3,1
57349,14.1,31.9,46.0,1,1
37610,15.77,79.9,95.67,1,1
75533,7.39,24.9,64.58,1,1
65680,17.97,55.0,72.97,1,1
106763,15.1,29.9,45.0,1,1
19505,18.89,112.49,131.38,3,1
65692,16.99,78.0,94.99,1,1
72326,36.27,330.0,366.27,8,1
39337,13.37,39.99,53.36,1,1
15012,63.07,149.9,425.94,1,1
6367,159.11,1699.99,1859.1,4,1
14846,21.42,498.9,640.64,5,1
11985,7.78,22.4,10.76,1,1
60617,14.1,38.9,53.0,1,1
112431,8.3,77.0,170.6,2,1
74850,32.0,439.0,471.0,10,1
51980,12.48,25.0,37.48,3,1
102347,19.88,254.0,273.88,5,1
75780,17.26,259.9,277.16,8,1
84857,13.44,59.9,146.68,4,1
7520,13.56,299.99,313.55,1,1
64023,15.52,108.0,1482.24,1,1
34596,16.25,69.9,86.15,1,1
82741,7.78,69.9,233.04,2,1
66529,0.0,110.0,110.0,10,1
40012,54.59,166.0,129.42,1,1
36971,14.13,144.9,159.03,1,1
80805,8.51,179.0,562.53,2,1
94022,22.34,57.98,80.32,1,1
30114,18.0,64.9,82.9,2,1
79784,14.34,84.99,99.33,1,1
72979,18.27,99.9,118.17,3,1
23927,19.66,59.99,79.65,2,1
8970,20.16,95.9,348.18,1,1
34900,21.12,89.9,14.04,1,1
63408,24.88,55.9,80.78,4,1
79147,8.55,55.0,63.55,1,1
69088,15.1,27.99,43.09,4,1
103871,7.87,16.0,47.74,1,1
47956,15.6,55.8,142.8,2,1
95026,18.23,12.47,30.7,3,1
81613,18.14,339.9,358.04,10,1
29608,11.85,15.3,27.15,1,1
7201,17.94,196.0,641.82,10,1
16735,16.6,119.9,136.5,1,1
11405,37.8,119.9,157.7,1,1
54009,157.32,849.0,1006.32,1,1
24171,46.24,109.99,156.23,2,1
67070,18.8,99.9,118.7,6,1
41683,12.93,49.9,5.4,1,2
35277,13.7,92.0,105.7,3,1
67129,0.0,106.9,106.9,3,1
2129,27.24,99.0,126.24,2,1
102125,73.78,119.0,192.78,4,1
63426,15.1,38.0,53.1,1,1
13139,18.3,27.9,46.2,1,1
18067,30.15,159.0,189.15,1,1
51490,26.82,70.9,195.44,3,1
60222,31.09,134.0,986.69,6,1
95698,7.78,49.99,57.77,4,1
2997,17.92,32.99,152.73,10,1
8601,1.76,49.9,341.51,10,1
91689,21.05,79.9,201.9,10,1
6933,23.28,29.9,106.36,2,1
104964,16.07,189.0,205.07,4,1
68710,14.31,80.0,94.31,3,1
948,33.53,249.0,282.53,4,1
74326,18.85,585.65,604.5,10,1
32466,20.7,138.0,158.7,1,1
29068,8.38,32.0,40.38,1,1
16563,22.14,29.9,52.04,1,1
81041,14.78,119.7,134.48,6,1
4751,10.96,45.9,56.86,1,1
62732,18.23,12.99,31.22,3,1
41134,23.18,56.99,142.48,1,1
9122,9.73,130.9,562.52,6,1
13700,34.5,60.0,94.5,8,1
65833,12.69,29.9,42.59,1,1
70209,7.87,14.49,44.72,1,1
51972,15.1,49.0,192.3,1,1
11951,15.23,23.0,38.23,1,1
13041,9.81,159.49,169.3,3,1
19858,19.46,69.9,89.36,1,1
79793,17.87,84.99,102.86,9,1
38847,23.38,82.9,212.56,8,1
56932,22.06,8.5,61.12,1,1
61556,76.44,1360.02,50.0,1,3
7969,15.98,45.9,61.88,5,1
57700,12.48,38.9,51.38,1,1
4577,14.52,29.9,21.29,2,1
104875,7.78,75.0,82.78,1,1
23028,11.88,69.9,81.78,1,1
99366,11.85,21.9,33.75,2,1
72174,7.39,53.79,61.18,1,1
80447,7.39,18.99,26.38,1,1
40206,15.1,25.0,40.1,1,1
92485,7.78,29.99,37.77,1,1
75055,15.17,59.7,74.87,2,1
105985,20.19,329.9,350.09,6,1
92749,15.23,27.99,43.22,4,1
13072,15.1,42.0,57.1,5,1
45990,13.2,16.9,48.58,1,1
97134,23.57,33.9,234.6,1,1
27656,32.93,219.9,252.83,1,1
9419,92.34,429.0,1042.68,10,1
32538,38.8,76.05,114.85,2,1
48468,16.11,29.9,46.01,1,1
80386,11.74,39.0,50.74,5,1
8959,9.71,57.5,403.26,1,1
111580,16.39,109.0,125.39,1,1
13364,15.13,54.9,70.03,1,1
99032,11.85,13.65,25.5,1,1
52382,7.39,11.87,77.04,1,1
65462,14.28,75.0,89.28,4,1
103622,18.31,29.99,48.3,4,1
29355,20.94,74.59,95.53,1,1
109428,17.9,169.99,187.89,9,1
3137,19.33,38.4,163.53,3,1
98900,7.39,13.65,21.04,1,1
109732,23.28,99.9,123.18,3,1
15766,44.83,179.0,223.83,3,1
29536,14.13,59.9,74.03,1,1
8535,18.43,78.8,97.23,2,1
57639,16.79,27.9,89.38,1,1
70522,15.39,89.99,115.42,10,1
37469,28.77,349.9,378.67,1,1
75825,11.85,18.17,30.02,1,1
78231,70.29,1429.9,1500.19,6,1
46769,15.1,19.9,35.0,1,1
5145,19.53,79.9,99.43,9,1
104063,23.05,104.0,127.05,2,1
18815,15.17,60.0,75.17,1,1
20429,27.17,89.99,117.16,6,1
25193,14.62,124.99,139.61,1,1
101913,34.7,109.99,144.69,2,1
70813,7.78,23.99,31.77,1,1
50991,18.86,229.99,248.85,10,1
50198,43.66,209.0,252.66,1,1
103257,33.89,44.9,236.37,1,1
109926,8.37,29.99,38.36,1,1
55876,15.25,71.9,87.15,2,1
44682,29.0,85.9,114.9,4,1
66699,40.26,510.0,300.26,8,2
48184,9.34,69.99,79.33,2,1
109739,13.61,84.9,98.51,1,1
24563,16.42,94.95,111.37,1,1
74294,22.71,110.65,133.36,2,1
30160,29.15,107.76,136.91,6,1
41985,21.68,169.99,191.67,8,1
34241,33.49,89.9,123.39,3,1
102025,7.4,19.9,27.3,1,1
31344,28.59,79.9,497.07,3,1
2152,26.82,295.0,321.82,8,1
58485,7.92,81.99,89.91,1,1
111089,30.5,209.0,239.5,2,1
68501,11.47,123.43,134.9,5,1
24052,15.1,50.0,65.1,1,1
70870,12.79,23.99,36.78,1,1
84387,13.44,59.9,73.34,1,1
64393,21.15,29.0,18.38,1,1
8289,17.92,49.9,67.82,1,1
40646,13.82,114.9,128.72,4,1
28545,11.73,69.9,81.63,1,1
6717,15.23,66.9,82.13,1,1
51967,17.63,49.0,266.52,5,1
61605,19.0,129.0,148.0,2,1
67037,19.47,196.0,215.47,5,2
93997,19.04,39.99,59.03,1,1
20879,14.59,120.0,134.59,8,1
27958,34.52,139.9,174.42,2,1
86154,50.5,89.99,140.49,1,1
30640,27.62,169.9,197.52,1,1
42260,33.43,140.0,346.86,1,1
57413,8.72,20.9,29.62,1,1
84301,16.07,53.9,209.91,1,1
6108,13.08,75.0,162.25,3,1
57567,15.1,31.9,47.0,3,1
98773,58.84,139.9,198.74,10,1
43483,22.38,219.99,242.37,5,1
30025,17.13,99.9,117.03,10,1
57411,8.72,20.9,29.62,2,1
57833,12.43,132.97,145.4,1,1
107979,16.59,270.0,839.77,1,1
37847,18.23,39.99,116.44,10,1
80735,9.44,178.5,187.94,3,1
107603,22.85,49.9,72.75,1,1
884,20.14,119.99,140.13,2,1
44902,17.2,149.9,167.1,4,1
54042,27.31,259.0,286.31,1,1
