,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
108914,camacari,BA,2018-05-18 11:19:54,2018-05-18 13:06:55,2018-05-18 13:36:00,2018-06-07 22:05:37,2018-06-07,4,Ótimo produto ,"Atendeu minhas expectativas, tem qualidade recomendo. ",2018-06-08 00:00:00,2018-06-09 12:27:27,2018-05-22 13:06:55,19.99,18.28,60.0,993.0,3.0,650.0,1,credit_card,2,38.27,sao paulo,SP,luggage_accessories,Home & Garden,5005.0,20,20,20,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
2087,cachoeiro de itapemirim,ES,2018-06-29 11:50:43,2018-06-29 12:10:03,2018-07-02 14:11:00,2018-07-06 17:51:00,2018-07-27,2,Recomendo sim,Recebi apenas 1 kit de quadros. Estou aguardando pelo outro kit.,2018-07-07 00:00:00,2018-07-08 16:22:03,2018-07-03 12:10:03,99.9,98.74,35.0,306.0,1.0,2700.0,1,credit_card,10,594.38,curitiba,PR,furniture_decor,Furniture,22200.0,28,7,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
74575,sao paulo,SP,2018-08-03 16:29:05,2018-08-03 16:45:15,2018-08-06 13:27:00,2018-08-09 15:09:10,2018-09-05,4,Entrega de produtos,,2018-08-10 00:00:00,2018-08-11 01:18:02,2018-08-09 16:45:15,22.9,6.74,54.0,743.0,1.0,450.0,1,credit_card,2,186.76,sao paulo,SP,health_beauty,Beauty & Health,4032.0,33,6,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
103670,guarulhos,SP,2018-05-07 13:31:30,2018-05-07 15:32:48,2018-05-07 15:40:00,2018-05-09 23:08:47,2018-05-18,5,Ótimo ,"Chegou antes do praso estabelecido, muito bom.",2018-05-10 00:00:00,2018-05-11 10:32:13,2018-05-11 15:31:07,27.9,7.87,59.0,982.0,1.0,150.0,1,credit_card,1,35.77,atibaia,SP,food,Food & Drinks,2873.0,11,2,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
108479,campinas,SP,2018-01-13 09:10:04,2018-01-13 09:17:22,2018-01-16 18:54:24,2018-01-22 19:47:38,2018-02-05,4,,,2018-01-23 00:00:00,2018-01-24 19:18:13,2018-01-18 09:17:22,140.99,14.01,56.0,1966.0,3.0,350.0,1,credit_card,1,155.0,serrana,SP,construction_tools_safety,Industry & Construction,1936.0,23,9,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
63904,caruaru,PE,2018-03-15 17:02:08,2018-03-16 17:09:23,2018-03-21 01:52:21,2018-04-02 20:02:35,2018-04-09,4,,,2018-04-03 00:00:00,2018-04-04 12:12:34,2018-03-22 17:09:23,105.0,52.86,58.0,3006.0,2.0,1000.0,1,credit_card,1,473.58,rio de janeiro,RJ,watches_gifts,Electronics,7632.0,25,18,12,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
106516,paraibuna,SP,2018-05-17 21:57:54,2018-05-18 03:16:02,2018-05-18 12:00:00,2018-06-11 17:58:51,2018-06-01,3,Não foi entregue,Estou aguardando a entrega em minha casa em Paraibuna,2018-06-06 00:00:00,2018-06-08 02:07:32,2018-05-22 03:16:02,49.0,12.79,56.0,918.0,6.0,250.0,1,credit_card,1,4.45,sao paulo,SP,fashion_bags_accessories,Fashion,352.0,15,25,24,OnTime/Early,Late,Fast,Slow,Neutral
90977,niteroi,RJ,2018-08-07 18:00:51,2018-08-07 18:10:18,2018-08-08 16:38:00,2018-08-13 22:18:40,2018-08-20,4,,,2018-08-14 00:00:00,2018-08-15 02:16:54,2018-08-09 18:10:18,129.9,27.89,47.0,890.0,10.0,1850.0,1,credit_card,1,157.79,contagem,MG,stationery,Books & Stationery,31616.0,13,6,5,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
11056,santa luzia,MG,2017-05-28 15:50:05,2017-05-29 21:45:10,2017-05-31 09:07:45,2017-06-07 11:51:24,2017-06-21,1,,"Comprei dois pneus, paguei dois pneus, pedido efetuado e pago de dois pneus. Recebi em casa nota fiscal referente aos dois pneus, mas só um pneu dentro da embalagem.
Aguardo posicionamento à respeito",2017-06-08 00:00:00,2017-06-08 11:35:02,2017-06-04 21:45:10,147.9,21.27,49.0,608.0,1.0,7150.0,1,credit_card,10,363.76,guarulhos,SP,auto,Electronics,42250.0,24,10,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
86699,santa luzia,MG,2017-07-19 10:37:51,2017-07-20 02:10:19,2017-07-21 19:51:59,2017-07-24 22:23:06,2017-08-01,5,,,2017-07-25 00:00:00,2017-07-31 20:14:11,2017-07-26 02:10:19,27.8,9.74,55.0,236.0,1.0,600.0,1,boleto,1,37.54,belo horizonte,MG,garden_tools,Furniture,3468.0,13,5,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
109487,rio de janeiro,RJ,2018-08-26 15:11:20,2018-08-26 15:24:16,2018-08-27 17:02:00,2018-08-30 00:21:59,2018-09-14,5,Otimo,Chegou bem antes do prazo,2018-08-31 00:00:00,2018-08-31 09:32:27,2018-08-28 15:24:16,139.9,27.96,58.0,890.0,9.0,1750.0,1,credit_card,3,167.86,contagem,MG,luggage_accessories,Home & Garden,31616.0,19,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
40870,sao jose do rio preto,SP,2018-04-20 17:28:40,2018-04-24 19:26:10,2018-04-23 17:18:40,2018-04-28 17:38:42,2018-05-15,5,recomendo,Foi tudo dentro do esperado!!!,2018-04-29 00:00:00,2018-05-07 13:31:59,2018-04-26 18:30:38,59.9,17.33,48.0,641.0,3.0,2050.0,1,credit_card,3,77.23,poa,SP,bed_bath_table,Furniture,20000.0,25,8,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
13164,sao paulo,SP,2018-07-09 16:51:25,2018-07-11 03:06:05,2018-07-11 15:03:00,2018-07-12 20:32:26,2018-07-18,4,,,2018-07-13 00:00:00,2018-07-14 00:23:53,2018-07-13 03:06:05,66.49,8.21,47.0,3241.0,2.0,100.0,1,boleto,1,74.7,atibaia,SP,auto,Electronics,4590.0,9,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
58202,caxias do sul,RS,2018-02-20 20:38:22,2018-02-20 20:50:30,2018-02-22 22:36:40,2018-03-09 21:43:35,2018-03-21,5,,,2018-03-10 00:00:00,2018-03-11 01:57:39,2018-03-02 20:50:30,85.0,15.34,48.0,252.0,1.0,167.0,1,credit_card,3,100.34,maringa,PR,computers_accessories,Electronics,2640.0,29,17,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
65637,mogi das cruzes,SP,2017-12-11 10:22:11,2017-12-11 11:31:55,2017-12-11 19:58:55,2017-12-15 20:05:45,2017-12-28,3,,,2017-12-16 00:00:00,2017-12-17 00:27:15,2017-12-15 11:31:55,38.0,7.78,57.0,723.0,5.0,200.0,1,credit_card,2,45.78,sao paulo,SP,watches_gifts,Electronics,352.0,17,4,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
85635,sao paulo,SP,2018-06-07 16:16:12,2018-06-07 16:41:24,2018-06-08 13:43:00,2018-06-15 18:36:44,2018-07-03,5,,,2018-06-16 00:00:00,2018-06-17 00:23:43,2018-06-15 16:31:29,49.9,20.77,57.0,339.0,2.0,1800.0,1,credit_card,1,70.67,sao jose do rio preto,SP,garden_tools,Furniture,32560.0,26,8,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
90932,itapema,SC,2018-05-03 17:36:45,2018-05-03 18:14:52,2018-05-04 09:17:00,2018-05-14 19:48:48,2018-06-05,5,,"lannister.com sempre com bom preço , produtos de qualidade e entrega no prazo!!",2018-05-15 00:00:00,2018-05-21 19:52:02,2018-05-09 18:14:52,127.0,27.62,52.0,431.0,1.0,1900.0,1,credit_card,10,154.62,rio de janeiro,RJ,stationery,Books & Stationery,21168.0,33,11,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
52811,barra bonita,SP,2017-04-10 22:31:06,2017-04-12 02:42:29,2017-04-17 14:54:11,2017-04-27 12:19:26,2017-05-10,1,,"Não foi entregue a chupeta, veio apenas o Esterilizador a Vapor para Microondas - Philips Avent.",2017-04-28 00:00:00,2017-05-01 12:44:11,2017-04-18 02:42:29,69.33,2.01,59.0,2120.0,1.0,125.0,1,boleto,1,205.98,aparecida de goiania,GO,cool_stuff,Fashion,4352.0,30,17,10,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
103990,rio de janeiro,RJ,2018-04-25 12:58:56,2018-04-25 13:15:08,2018-04-26 11:56:00,2018-05-23 17:13:25,2018-06-05,5,Ótimo serviço ,"Entrega direitinho, são de confiança, eu recomendo.",2018-05-24 00:00:00,2018-05-27 20:07:14,2018-05-02 13:15:08,155.13,18.97,37.0,515.0,1.0,750.0,1,credit_card,3,174.1,osvaldo cruz,SP,signaling_and_security,Electronics,21735.0,41,28,27,OnTime/Early,OnTime/Early,Very Slow,Slow,Slow
25325,goiania,GO,2017-04-21 19:31:13,2017-04-21 19:45:10,2017-04-25 13:08:20,2017-05-04 16:46:54,2017-05-19,1,,,2017-05-05 00:00:00,2017-05-06 09:35:43,2017-04-27 19:45:10,59.0,17.84,38.0,820.0,3.0,275.0,1,credit_card,1,76.84,jacarei,SP,baby,Fashion,1936.0,28,13,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
35797,alegre,ES,2018-04-03 17:11:45,2018-04-03 17:28:55,2018-04-04 18:22:21,2018-04-23 15:22:32,2018-04-30,5,,,2018-04-24 00:00:00,2018-04-25 10:57:37,2018-04-09 17:28:55,69.9,19.46,57.0,535.0,1.0,800.0,1,credit_card,6,89.36,ibitinga,SP,bed_bath_table,Furniture,23625.0,27,20,19,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
105470,salvador,BA,2017-07-01 20:13:01,2017-07-01 20:25:11,2017-07-04 16:18:59,2017-07-17 18:30:05,2017-08-02,3,,,2017-07-18 00:00:00,2017-07-19 02:05:01,2017-07-06 20:25:11,26.0,17.92,56.0,953.0,3.0,500.0,2,voucher,1,43.38,praia grande,SP,home_appliances,Home & Garden,6120.0,32,16,13,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
89170,guarulhos,SP,2017-12-16 08:56:09,2017-12-16 09:10:42,2017-12-20 14:53:15,2018-01-03 16:32:43,2018-01-11,5,,,2018-01-04 00:00:00,2018-01-05 09:44:59,2017-12-21 09:10:42,125.0,13.89,60.0,234.0,4.0,7650.0,1,credit_card,6,138.89,campo limpo paulista,SP,stationery,Books & Stationery,56980.0,26,18,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
82493,pouso alegre,MG,2018-05-12 23:10:28,2018-05-12 23:31:00,2018-05-14 08:27:00,2018-05-18 17:51:40,2018-05-30,5,,,2018-05-19 00:00:00,2018-05-20 18:27:18,2018-05-14 23:30:56,22.0,12.79,43.0,446.0,1.0,450.0,1,credit_card,1,34.79,mogi das cruzes,SP,perfumery,Beauty & Health,2592.0,18,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
47192,rio de janeiro,RJ,2017-07-29 10:17:31,2017-07-29 10:25:22,2017-08-01 00:26:33,2017-08-07 16:22:55,2017-08-11,3,,Bom dia o único problema que eu tiver que busca o produto no correio só isso já é 3 vezes com vocês.,2017-08-08 00:00:00,2017-08-12 16:43:08,2017-08-03 10:25:22,299.99,13.55,44.0,1384.0,5.0,6794.0,1,credit_card,3,313.54,rio de janeiro,RJ,toys,Entertainment,45600.0,13,9,6,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
40553,redencao do gurgueia,PI,2018-05-16 12:18:43,2018-05-16 12:39:42,2018-05-16 15:47:00,2018-06-05 14:37:46,2018-06-12,2,Entrega de apenas uma cap,"Comprei duas unidades, mas na embalagem veio apenas uma, quero saber o que houve, pois paguei dois e recebi apenas um.",2018-06-06 00:00:00,2018-06-08 14:39:13,2018-05-21 12:39:42,89.9,38.88,55.0,1208.0,1.0,1175.0,1,credit_card,5,257.56,ibitinga,SP,bed_bath_table,Furniture,11025.0,27,20,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
92907,diadema,SP,2018-01-02 17:19:30,2018-01-02 17:31:33,2018-01-05 19:28:37,2018-01-08 16:59:30,2018-01-18,4,,,2018-01-09 00:00:00,2018-01-10 05:49:09,2018-01-08 17:31:22,29.99,7.78,60.0,777.0,6.0,350.0,1,credit_card,3,37.77,sao paulo,SP,telephony,Electronics,816.0,16,6,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
58224,porto alegre,RS,2018-02-08 12:37:45,2018-02-08 12:56:32,2018-02-09 00:16:30,2018-03-01 21:11:03,2018-03-20,5,,Entregue antes do prazo. Produto conforme especificações.,2018-03-02 00:00:00,2018-03-03 13:32:01,2018-02-20 11:56:32,80.9,15.32,32.0,321.0,1.0,207.0,1,credit_card,1,96.22,maringa,PR,computers_accessories,Electronics,2652.0,40,21,20,OnTime/Early,OnTime/Early,Very Slow,Neutral,Neutral
83476,curitiba,PR,2018-04-09 15:17:11,2018-04-10 07:35:17,2018-04-12 01:10:52,2018-04-18 23:18:26,2018-04-26,5,,,2018-04-19 00:00:00,2018-04-20 18:11:21,2018-04-16 07:35:17,54.4,16.35,57.0,565.0,4.0,800.0,1,credit_card,2,70.75,sao paulo,SP,home_construction,Furniture,31768.0,17,9,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
65276,taboao da serra,SP,2018-08-13 15:05:14,2018-08-13 15:24:38,2018-08-14 14:48:00,2018-08-15 21:47:26,2018-08-16,3,,,2018-08-16 00:00:00,2018-08-17 01:05:45,2018-08-15 15:24:38,49.0,7.6,60.0,539.0,9.0,250.0,1,credit_card,1,56.6,sao paulo,SP,watches_gifts,Electronics,352.0,3,2,1,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast
33703,santo andre,SP,2017-10-23 17:49:19,2017-10-24 03:25:54,2017-10-27 15:49:16,2017-10-30 13:24:14,2017-11-03,3,,Parabéns!!!! Chegou antes mesmo do prazo mencionado. Fiquei muito contente. Obrigado!,2017-10-31 00:00:00,2017-11-03 22:10:03,2017-10-30 03:25:54,5.4,9.27,15.0,267.0,1.0,600.0,1,boleto,1,14.67,sorocaba,SP,housewares,Home & Garden,4048.0,11,7,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
58843,marilia,SP,2018-02-23 21:50:38,2018-02-23 22:07:39,2018-02-27 23:06:52,2018-03-12 18:58:23,2018-03-19,4,,,2018-03-13 00:00:00,2018-03-13 22:48:32,2018-02-28 22:07:39,70.0,12.62,60.0,919.0,1.0,150.0,1,credit_card,1,82.62,maringa,PR,computers_accessories,Electronics,2912.0,24,17,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
29774,hortolandia,SP,2017-11-11 17:41:30,2017-11-12 17:35:29,2017-11-18 00:18:45,2017-11-23 19:04:48,2017-12-04,4,,,2017-11-24 00:00:00,2017-11-25 17:20:46,2017-11-24 17:35:29,24.9,8.72,48.0,1012.0,1.0,250.0,1,credit_card,3,33.62,sao bernardo do campo,SP,housewares,Home & Garden,8100.0,23,12,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
18750,santo andre,SP,2018-05-18 11:23:17,2018-05-22 07:54:01,2018-05-25 14:56:00,2018-05-30 20:37:26,2018-06-06,5,,Adorei entregou no prazo recomendo.,2018-05-31 00:00:00,2018-06-01 12:24:20,2018-06-01 07:54:01,19.99,7.39,59.0,202.0,3.0,250.0,1,boleto,1,27.38,sao paulo,SP,sports_leisure,Entertainment,1300.0,19,12,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
76322,santo andre,SP,2018-03-27 17:10:20,2018-03-29 13:28:50,2018-04-03 00:31:30,2018-04-12 12:44:34,2018-04-13,4,,,2018-04-13 00:00:00,2018-04-15 17:31:51,2018-04-04 13:28:50,315.99,14.65,49.0,1655.0,2.0,250.0,2,voucher,1,76.45,ribeirao preto,SP,health_beauty,Beauty & Health,3312.0,17,16,9,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
108906,brasilia,DF,2018-02-15 23:45:22,2018-02-15 23:55:47,2018-02-16 22:27:13,2018-03-18 11:46:45,2018-03-09,1,,,2018-03-11 00:00:00,2018-03-11 12:24:07,2018-02-21 22:55:47,49.99,15.11,54.0,507.0,1.0,750.0,1,credit_card,3,65.1,sao paulo,SP,luggage_accessories,Home & Garden,5346.0,22,31,30,OnTime/Early,Late,Neutral,Slow,Slow
71337,alianca,PE,2017-03-16 11:14:28,2017-03-16 11:14:28,2017-03-20 08:02:08,2017-04-06 07:33:17,2017-04-25,4,,Chegou antes do prazo. Recomendo é confiável.,2017-04-07 00:00:00,2017-04-08 05:36:11,2017-03-27 11:14:28,64.99,24.94,59.0,492.0,2.0,200.0,1,boleto,1,89.93,santo andre,SP,health_beauty,Beauty & Health,3960.0,40,21,17,OnTime/Early,OnTime/Early,Very Slow,Neutral,Neutral
106726,sao bernardo do campo,SP,2018-02-01 19:40:03,2018-02-03 02:53:46,2018-02-06 19:08:25,2018-02-09 22:37:58,2018-02-19,4,,,2018-02-10 00:00:00,2018-02-11 01:02:43,2018-02-08 02:53:46,48.3,8.11,56.0,39.0,1.0,200.0,1,boleto,1,56.41,limeira,SP,fashion_bags_accessories,Fashion,352.0,18,8,3,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
35374,sao paulo,SP,2018-02-13 18:52:50,2018-02-13 19:10:33,2018-02-15 16:47:53,2018-02-21 22:45:11,2018-03-06,5,,,2018-02-22 00:00:00,2018-02-23 13:39:37,2018-02-19 18:10:33,153.0,16.7,60.0,322.0,1.0,2400.0,1,credit_card,5,169.7,ibitinga,SP,bed_bath_table,Furniture,23625.0,21,8,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
42870,botucatu,SP,2017-07-27 17:50:00,2017-07-27 18:03:31,2017-07-28 19:19:47,2017-08-03 22:14:40,2017-08-16,4,,,2017-08-04 00:00:00,2017-08-05 12:36:11,2017-08-02 18:03:31,80.0,13.58,55.0,1714.0,1.0,6038.0,1,credit_card,4,93.58,sao paulo,SP,bed_bath_table,Furniture,54332.0,20,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
74341,porto alegre,RS,2017-11-07 20:24:40,2017-11-08 21:15:28,2017-11-09 19:18:39,2017-11-22 17:11:54,2017-11-29,5,,,2017-11-23 00:00:00,2017-11-25 21:59:00,2017-11-14 21:15:28,914.65,22.84,53.0,866.0,1.0,300.0,1,credit_card,2,937.49,teresopolis,RJ,health_beauty,Beauty & Health,2100.0,22,15,13,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
11928,sao paulo,SP,2017-11-30 09:01:59,2017-11-30 09:13:27,2017-12-01 00:03:40,2017-12-05 20:38:46,2017-12-20,4,,,2017-12-07 00:00:00,2017-12-08 13:08:22,2017-12-08 09:13:27,6.84,7.78,57.0,280.0,2.0,100.0,1,credit_card,1,14.62,sao paulo,SP,auto,Electronics,880.0,20,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
81815,sacramento,MG,2018-03-04 21:29:01,2018-03-04 21:48:51,2018-03-05 22:10:49,2018-03-23 00:08:33,2018-03-28,5,,,2018-03-24 00:00:00,2018-03-24 18:39:36,2018-03-08 21:48:51,64.0,16.21,37.0,379.0,1.0,550.0,1,credit_card,4,80.21,ipaussu,SP,perfumery,Beauty & Health,8000.0,24,19,18,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
83987,bom jesus,GO,2017-08-11 11:54:54,2017-08-15 03:50:13,2017-08-17 19:13:24,2017-08-24 17:36:21,2017-09-18,5,,,2017-08-25 00:00:00,2017-08-25 21:45:04,2017-08-21 03:50:13,59.9,17.67,57.0,366.0,2.0,1650.0,1,boleto,1,77.57,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,38,13,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
81971,sao paulo,SP,2018-05-11 09:09:30,2018-05-11 09:39:15,2018-05-11 14:13:00,2018-05-17 21:03:42,2018-06-04,5,,"Adorei! Pequeno, fácil de usar, não arranha apela e limpa a pele.. recomendo",2018-05-18 00:00:00,2018-05-21 11:33:57,2018-05-17 09:31:36,79.9,13.0,50.0,718.0,4.0,500.0,1,credit_card,2,92.9,mococa,SP,perfumery,Beauty & Health,3933.0,24,6,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
65598,abaete,MG,2018-06-28 16:12:59,2018-06-30 02:52:29,2018-07-02 11:17:00,2018-07-05 18:43:33,2018-07-23,1,ótimo,Questionamento: o Relogio é a corda?,2018-07-06 00:00:00,2018-07-08 19:09:03,2018-07-03 02:52:29,129.0,19.0,59.0,471.0,5.0,200.0,1,boleto,1,148.0,sao paulo,SP,watches_gifts,Electronics,640.0,25,7,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
83908,sapucaia do sul,RS,2017-12-22 11:40:52,2017-12-22 11:52:29,2017-12-27 00:08:46,2018-01-09 15:26:21,2018-01-30,1,,comprei 5 lustre pendente e me enviaram só 3,2018-01-10 00:00:00,2018-01-11 23:06:56,2017-12-29 11:52:29,59.0,17.66,57.0,366.0,2.0,1650.0,1,credit_card,7,383.3,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,39,18,13,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
30817,monte carmelo,MG,2018-07-28 13:09:32,2018-07-28 13:24:10,2018-07-31 09:24:00,2018-08-03 12:48:42,2018-08-14,3,,"Produto um pouco frágil, esperava mais.",2018-08-04 00:00:00,2018-08-05 17:43:09,2018-07-31 13:24:10,26.85,18.29,57.0,403.0,2.0,200.0,1,voucher,1,45.14,sao paulo,SP,housewares,Home & Garden,2100.0,17,6,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
55362,hidrolandia,CE,2018-05-14 17:21:01,2018-05-14 17:35:29,2018-05-17 14:36:00,2018-06-08 22:27:45,2018-06-19,5,Ótimo, ,2018-06-09 00:00:00,2018-06-10 10:23:49,2018-05-18 17:35:29,179.0,49.86,59.0,3314.0,2.0,2950.0,1,credit_card,3,228.86,cascavel,PR,computers_accessories,Electronics,8000.0,36,25,22,OnTime/Early,OnTime/Early,Slow,Slow,Neutral
28750,piracicaba,SP,2018-08-17 17:38:51,2018-08-17 17:50:15,2018-08-20 15:29:00,2018-08-24 17:56:31,2018-09-03,5,MUITO BOA AMERICANA ,Ótima rápida na entrega OBRIGADO ,2018-08-25 00:00:00,2018-08-25 22:07:39,2018-08-29 17:50:15,69.9,21.13,42.0,886.0,3.0,5200.0,1,credit_card,7,91.03,sao jose do rio preto,SP,housewares,Home & Garden,31050.0,17,7,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
62610,sao paulo,SP,2017-05-29 14:06:33,2017-05-29 14:25:14,2017-05-30 09:25:02,2017-06-01 15:34:09,2017-06-09,5,,,2017-06-02 00:00:00,2017-06-03 17:09:01,2017-06-02 14:25:14,723.74,17.02,60.0,2396.0,2.0,3600.0,14,voucher,1,50.0,braganca paulista,SP,musical_instruments,Electronics,8280.0,11,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
78461,pirassununga,SP,2018-07-23 10:51:17,2018-07-23 13:24:29,2018-07-31 14:27:00,2018-08-07 18:33:02,2018-08-06,5,,,2018-08-08 00:00:00,2018-08-10 12:02:37,2018-07-27 13:24:29,120.0,13.5,52.0,1952.0,4.0,300.0,1,credit_card,1,267.0,taubate,SP,health_beauty,Beauty & Health,2142.0,14,15,7,Late,Late,Fast,Fast,Very Fast
4709,vitoria,ES,2017-05-27 16:55:31,2017-05-27 17:05:15,2017-05-30 15:26:51,2017-06-07 13:14:34,2017-06-28,4,,"Chegou no antes do prazo, muito bonito",2017-06-08 00:00:00,2017-06-09 00:00:15,2017-06-06 17:05:15,174.9,18.47,55.0,440.0,1.0,2500.0,1,credit_card,5,193.37,ibitinga,SP,furniture_decor,Furniture,8400.0,32,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
98593,sao paulo,SP,2017-04-19 17:01:47,2017-04-19 17:10:17,2017-04-20 08:35:44,2017-05-24 09:41:59,2017-05-11,1,,Eu não recomendo esta empresa para ninguém pos ela não cumpri com sua obrigação estou muito chateado com ela ,2017-05-13 00:00:00,2017-05-13 08:33:18,2017-04-26 17:10:17,29.9,14.52,53.0,279.0,2.0,365.0,1,voucher,1,44.42,paranavai,PR,electronics,Electronics,4000.0,22,35,34,OnTime/Early,Late,Neutral,Slow,Slow
21230,cuiaba,MT,2018-01-11 09:43:42,2018-01-11 09:53:31,2018-01-11 20:29:20,2018-01-29 16:19:10,2018-02-09,3,,,2018-01-30 00:00:00,2018-01-31 12:00:01,2018-01-17 09:53:31,55.0,15.83,49.0,1806.0,4.0,250.0,1,credit_card,1,70.83,goiania,GO,sports_leisure,Entertainment,3388.0,29,18,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
7728,sao paulo,SP,2018-07-03 00:53:07,2018-07-03 01:10:43,2018-07-03 19:26:00,2018-07-05 21:33:00,2018-07-16,4,,,2018-07-06 00:00:00,2018-07-07 19:42:26,2018-07-05 01:10:43,39.9,7.54,43.0,1115.0,2.0,530.0,1,credit_card,4,47.44,campinas,SP,furniture_decor,Furniture,8280.0,13,2,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
75631,casimiro de abreu,RJ,2018-06-16 14:37:34,2018-06-16 14:58:55,2018-06-19 13:58:00,2018-06-26 11:45:48,2018-07-19,5,,,2018-06-27 00:00:00,2018-06-27 22:07:38,2018-06-22 14:58:55,49.9,13.56,60.0,506.0,1.0,575.0,1,credit_card,2,63.46,rio de janeiro,RJ,health_beauty,Beauty & Health,3360.0,33,10,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
39545,matias barbosa,MG,2018-02-08 20:09:44,2018-02-08 20:29:03,2018-02-15 20:06:44,2018-02-22 14:43:51,2018-03-07,5,,,2018-03-06 00:00:00,2018-03-09 00:09:40,2018-02-14 20:29:03,84.99,17.84,58.0,2375.0,6.0,1400.0,1,credit_card,3,102.83,sao paulo,SP,bed_bath_table,Furniture,15600.0,27,14,7,Late,OnTime/Early,Slow,Fast,Very Fast
3765,salvador,BA,2018-07-26 20:36:16,2018-07-27 09:10:15,2018-07-27 14:18:00,2018-08-06 16:28:45,2018-08-21,5,,,2018-08-07 00:00:00,2018-08-10 17:14:02,2018-08-03 09:10:15,120.0,51.45,53.0,626.0,1.0,9400.0,1,credit_card,2,171.45,sao paulo,SP,furniture_decor,Furniture,70875.0,26,11,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
1926,sao luis,MA,2018-02-25 18:03:16,2018-02-26 18:10:24,2018-02-27 19:02:37,2018-03-22 19:29:49,2018-03-20,1,,Não obtive nenhum retorno até a presente data qnto a entrega do meu pedido. Não estão cumprindo com o proposto. Não recomendo.,2018-03-22 00:00:00,2018-03-22 09:54:00,2018-03-02 18:10:24,99.9,36.06,57.0,272.0,1.0,2500.0,1,credit_card,10,135.96,curitiba,PR,furniture_decor,Furniture,12000.0,23,25,23,OnTime/Early,Late,Neutral,Slow,Neutral
